"Year","Chapter","IsChp","Article","Art","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","FS12","FS13","FS14","FS15","FS16","FS17","FS18","FS19","FS20","FS21","FS22","FS23","FS24","FS25"
2022,"VIII",TRUE,"Кримінальні правопорушення проти довкілля (р. VІІІ Кримінального кодексу України )",NA,420,0,0,0,579,7,0,0,2,106,180,197,44,50,18,124,125,323,5,2,579,0,0,0,0
2022,"VIII",FALSE,"Порушення правил охорони або використання надр, незаконне видобування корисних копалин, ст. 240","240",55,0,0,0,72,0,0,0,0,3,17,34,4,14,2,34,15,23,0,0,72,0,0,0,0
2022,"VIII",FALSE,"Незаконна порубка або незаконне перевезення, зберігання, збут лісу, ст. 246","246",234,0,0,0,350,6,0,0,2,84,112,111,21,20,6,47,83,214,4,2,350,0,0,0,0
2022,"IX",TRUE,"Кримінальні правопорушення проти громадської безпеки (р. IX Кримінального кодексу України )",NA,395,150,31,0,850,181,1,0,10,197,312,269,33,28,77,216,120,498,7,9,809,40,1,0,0
2022,"IX",FALSE,"Створення злочинної організації, ст. 255","255",127,23,7,0,264,37,0,0,8,74,93,79,6,4,43,79,29,147,5,4,251,13,0,0,0
2022,"IX",FALSE,"Сприяння учасникам злочинних організацій та укриття їх злочинної  діяльності, ст. 256","256",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"IX",FALSE,"Бандитизм, ст. 257","257",2,0,0,0,13,2,0,0,0,7,5,1,0,0,0,2,1,10,0,0,12,1,0,0,0
2022,"IX",FALSE,"Терористичний акт, ст. 258","258",2,36,0,0,8,1,0,0,0,1,4,3,0,0,0,4,3,1,0,0,6,2,0,0,0
2022,"IX",FALSE,"Втягнення у вчинення терористичного акту, ст. 258-1","258-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"IX",FALSE,"Публічні заклики до вчинення терористичного акту, ст. 258-2","258-2",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2022,"IX",FALSE,"Створення терористичної групи чи терористичної організації, ст. 258-3","258-3",67,68,0,0,62,15,0,0,0,13,32,14,1,2,6,27,10,24,0,1,61,1,0,0,0
2022,"IX",FALSE,"Сприяння вчиненню терористичного акту , ст. 258-4","258-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"IX",FALSE,"Фінансування тероризму, ст. 258-5","258-5",5,4,0,0,7,0,0,0,0,1,1,3,1,1,3,6,0,1,0,0,7,0,0,0,0
2022,"IX",FALSE,"Завідомо неправдиве повідомлення про загрозу безпеці громадян, знищення чи пошкодження об’єктів  власності, ст. 259","259",5,0,1,0,27,9,1,0,0,3,6,13,2,2,3,6,3,17,1,0,27,0,0,0,0
2022,"IX",FALSE,"Створення не передбачених законом воєнізованих або збройних формувань, ст. 260","260",59,23,0,0,59,21,0,0,0,18,20,18,2,1,1,11,11,37,0,0,58,1,0,0,0
2022,"IX",FALSE,"Викрадення, привласнення, вимагання вогнепальної зброї, бойових припасів, вибухових речовин чи радіоактивних матеріалів або заволодіння ними шляхом шахрайства або зловживанням службовим становищем, ст. 262","262",2,19,0,0,7,1,0,0,0,2,2,3,0,0,0,1,3,3,0,0,7,0,0,0,0
2022,"IX",FALSE,"Незаконне поводження зі зброєю, бойовими припасами або вибуховими  речовинами, ст. 263","263",113,13,20,0,344,81,0,0,2,68,121,122,16,15,11,69,59,214,0,2,328,15,1,0,0
2022,"IX",FALSE,"Незаконне виготовлення, переробка чи ремонт вогнепальної зброї або фальсифікація, незаконне видалення чи зміна її маркування, або незаконне виготовлення бойових припасів, вибухових речовин чи вибухових  пристроїв, ст. 263-1","263-1",1,2,0,0,7,1,0,0,0,1,1,4,1,0,1,2,2,3,0,0,7,0,0,0,0
2022,"IX",FALSE,"Недбале зберігання вогнепальної зброї або бойових припасів, ст. 264","264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"IX",FALSE,"Незаконне поводження з радіоактивними матеріалами, ст. 265","265",2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
